Years of Experience,Age,Gender,Education Level,Job Role,Location,Industry,Salary (Annual)
25.5,26,Male,Bachelor's,HR Manager,Bengaluru,Healthcare,50076.84
14.9,29,Male,PhD,Consultant,Seattle,Manufacturing,206614.43
14.4,46,Female,High School,Data Scientist,Toronto,Retail,113678.56
17.8,48,Female,Master's,Cybersecurity Analyst,San Francisco,Education,233828.63
24.7,44,Male,Bachelor's,UX Designer,New York,Finance,214701.33
10.4,51,Male,Master's,Software Engineer,New York,Pharmaceutical,196335.27
20.3,44,Male,Bachelor's,Consultant,Remote_USA,Healthcare,162987.77
17.0,41,Male,Bachelor's,Teacher/Professor,Chennai,Healthcare,31516.01
8.0,39,Female,Master's,Marketing Specialist,Remote_India,Retail,27308.11
26.4,39,Female,Bachelor's,Civil Engineer,Bengaluru,Media,49086.59
23.9,23,Male,Bachelor's,Consultant,Hyderabad,Consulting,40563.68
19.8,25,Female,Bachelor's,Cybersecurity Analyst,Remote_USA,Finance,152778.19
25.5,51,Male,Master's,UX Designer,Hyderabad,Consulting,51550.83
26.0,54,Female,Bachelor's,Consultant,New York,Education,230926.21
21.3,57,Female,PhD,Healthcare Administrator,Bengaluru,Automotive,67094.13
25.1,39,Male,Bachelor's,Consultant,Remote_Bengaluru,Media,47141.3
20.9,58,Female,Bachelor's,Software Engineer,Remote_Bengaluru,Education,43544.0
20.4,40,Male,Master's,Sales Rep,Remote_India,Finance,39016.22
18.6,49,Male,Master's,Marketing Specialist,Austin,Pharmaceutical,187130.65
22.6,61,Male,Master's,Data Scientist,Seattle,Retail,228032.64
4.8,41,Male,PhD,DevOps Engineer,Singapore,Food & Beverage,142720.51
26.4,54,Female,Bachelor's,Data Scientist,San Francisco,Tech,269921.1
26.2,33,Female,High School,Data Scientist,Austin,Tech,187948.18
0.9,36,Female,High School,Cloud Engineer,San Francisco,Tech,121799.31
24.8,62,Female,Master's,Sales Rep,Remote_USA,Education,183929.39
3.9,60,Female,Master's,Software Engineer,Seattle,Automotive,160078.12
10.1,23,Male,Bachelor's,Marketing Specialist,Mumbai,Tech,30120.28
22.3,50,Female,Bachelor's,Marketing Specialist,Bengaluru,Manufacturing,51207.65
4.8,62,Male,High School,Software Engineer,Toronto,Consulting,113573.6
24.5,31,Female,Master's,DevOps Engineer,New York,Manufacturing,222932.04
25.0,23,Female,Bachelor's,Financial Analyst,Remote_USA,Finance,166205.42
15.2,32,Male,Bachelor's,Financial Analyst,Delhi,Media,34335.03
0.2,34,Female,Bachelor's,Financial Analyst,Delhi,Tech,22283.35
8.6,31,Female,Master's,Marketing Specialist,Mumbai,Manufacturing,32300.62
18.5,35,Female,Master's,Data Scientist,London,Finance,198485.91
29.4,39,Male,Master's,Product Manager,New York,Healthcare,263052.66
19.0,30,Male,Bachelor's,Sales Rep,London,Media,154205.65
7.8,60,Male,Bachelor's,Teacher/Professor,Mumbai,Finance,33795.88
19.0,49,Male,Master's,Software Engineer,San Francisco,Tech,256675.59
16.2,24,Male,PhD,Marketing Specialist,Berlin,Consulting,146439.41
23.4,41,Female,Bachelor's,Teacher/Professor,Chennai,Retail,37266.76
3.2,27,Male,High School,Data Scientist,Austin,Retail,84733.67
22.8,48,Female,High School,Software Engineer,New York,Finance,199623.81
16.2,23,Female,Bachelor's,Product Manager,San Francisco,Tech,186095.83
28.9,50,Female,Master's,Marketing Specialist,Delhi,Healthcare,53803.41
10.3,59,Male,High School,Software Engineer,Austin,Tech,159910.84
19.0,24,Female,Bachelor's,UX Designer,Seattle,Aerospace,181908.55
28.0,37,Female,Bachelor's,Financial Analyst,New York,Tech,248438.98
3.1,51,Male,High School,Marketing Specialist,Remote_India,Healthcare,21855.39
28.1,61,Male,Bachelor's,Product Manager,London,Tech,251522.69
20.6,23,Female,Bachelor's,UX Designer,Remote_Bengaluru,Tech,41517.09
2.0,38,Male,Bachelor's,Teacher/Professor,San Francisco,Consulting,117482.5
9.0,62,Male,Master's,Cloud Engineer,Toronto,Education,133340.67
21.2,33,Male,Bachelor's,Civil Engineer,Hyderabad,Tech,41381.41
2.0,56,Male,High School,Financial Analyst,Toronto,Tech,100513.26
17.5,64,Female,PhD,UX Designer,Bengaluru,Tech,61379.58
10.4,22,Male,Master's,Product Manager,Bengaluru,Pharmaceutical,40606.24
18.6,36,Female,Master's,Software Engineer,Remote_Bengaluru,Education,42114.69
1.4,47,Female,High School,Software Engineer,San Francisco,Tech,135465.63
26.1,58,Female,High School,HR Manager,Mumbai,Healthcare,49237.75
29.2,42,Female,High School,Data Scientist,London,Manufacturing,211254.8
29.1,52,Female,Bachelor's,Data Scientist,London,Government,228787.9
22.5,46,Male,Bachelor's,Healthcare Administrator,Sydney,Automotive,173605.8
3.9,44,Female,PhD,Data Scientist,Hyderabad,Finance,38013.33
22.7,45,Female,Bachelor's,Software Engineer,Austin,Tech,200624.51
0.7,59,Female,Bachelor's,Software Engineer,New York,Tech,153828.95
0.7,49,Female,Bachelor's,Financial Analyst,Mumbai,Pharmaceutical,27065.29
9.7,42,Male,High School,Marketing Specialist,Mumbai,Logistics,33647.74
14.7,64,Male,Master's,Product Manager,Seattle,Healthcare,209886.84
23.1,39,Female,Bachelor's,Financial Analyst,San Francisco,Finance,208735.87
20.5,57,Male,Master's,Teacher/Professor,Delhi,Healthcare,44563.28
13.4,56,Female,PhD,Teacher/Professor,Remote_India,Finance,40070.77
8.2,30,Male,Bachelor's,DevOps Engineer,Singapore,Finance,134307.9
29.9,59,Male,Bachelor's,Civil Engineer,Remote_India,Education,47043.39
12.8,51,Male,PhD,Financial Analyst,Remote_Bengaluru,Tech,46420.05
13.5,65,Male,Master's,Data Scientist,Delhi,Finance,53372.88
4.9,55,Female,Bachelor's,Software Engineer,Singapore,Consulting,135622.42
23.8,53,Male,PhD,Software Engineer,Chennai,Tech,51514.85
20.8,24,Other,High School,HR Manager,Berlin,Tech,141453.43
6.6,24,Female,PhD,Teacher/Professor,Sydney,Finance,104432.82
2.5,49,Male,High School,Sales Rep,Toronto,Government,73070.02
20.4,65,Female,Bachelor's,Software Engineer,Bengaluru,Pharmaceutical,57587.92
19.6,36,Female,Master's,Financial Analyst,San Francisco,Tech,233621.16
8.2,62,Female,Bachelor's,Cloud Engineer,Austin,Retail,141918.92
28.5,44,Male,Bachelor's,Marketing Specialist,New York,Finance,244830.23
4.5,61,Female,Bachelor's,Teacher/Professor,San Francisco,Education,144333.09
13.0,32,Female,PhD,Teacher/Professor,Austin,Manufacturing,148715.14
28.3,53,Male,Master's,Cloud Engineer,Remote_USA,Government,222604.29
12.6,57,Male,Master's,Teacher/Professor,Mumbai,Healthcare,44135.0
19.2,54,Female,Bachelor's,Consultant,Hyderabad,Food & Beverage,39904.91
11.9,45,Male,Master's,Data Scientist,Seattle,Logistics,205432.23
8.2,60,Female,Bachelor's,Software Engineer,Hyderabad,Government,34024.84
29.5,55,Male,Bachelor's,Sales Rep,Hyderabad,Retail,45444.11
12.3,49,Female,Master's,Software Engineer,Delhi,Finance,40274.53
26.8,58,Female,Bachelor's,DevOps Engineer,Toronto,Finance,180992.8
6.9,28,Male,High School,Product Manager,San Francisco,Tech,121373.22
6.4,25,Male,High School,Civil Engineer,Austin,Tech,96567.53
0.9,58,Female,High School,UX Designer,Bengaluru,Manufacturing,27734.17
19.6,22,Female,Master's,Product Manager,San Francisco,Education,194258.5
11.1,22,Female,Bachelor's,Cloud Engineer,Delhi,Aerospace,28761.97
25.9,41,Male,Master's,Product Manager,Bengaluru,Tech,63453.12
14.2,40,Male,Bachelor's,UX Designer,Chicago,Tech,157958.63
29.0,50,Male,Bachelor's,Software Engineer,Austin,Pharmaceutical,231327.64
5.6,31,Female,Bachelor's,HR Manager,Remote_USA,Finance,93355.85
26.1,39,Male,Master's,Product Manager,Delhi,Tech,53216.91
23.3,49,Male,Master's,Marketing Specialist,Delhi,Food & Beverage,46854.65
23.1,56,Female,PhD,Marketing Specialist,Austin,Pharmaceutical,224179.38
25.3,64,Female,Master's,Consultant,San Francisco,Healthcare,286348.38
22.8,52,Male,Bachelor's,Consultant,New York,Media,228082.78
18.8,48,Male,Master's,Sales Rep,New York,Consulting,217575.07
3.9,32,Female,PhD,Product Manager,Berlin,Pharmaceutical,109955.02
1.0,59,Female,Master's,Civil Engineer,New York,Media,141993.74
27.6,26,Male,High School,Product Manager,Remote_India,Tech,40036.79
18.5,29,Female,Bachelor's,Sales Rep,Berlin,Education,107090.24
23.9,55,Female,Master's,UX Designer,San Francisco,Tech,265113.23
14.4,33,Male,Master's,Civil Engineer,Bengaluru,Tech,46762.42
3.5,59,Male,Bachelor's,UX Designer,Tokyo,Aerospace,88247.71
3.8,22,Female,Master's,UX Designer,London,Retail,98797.84
20.6,52,Female,PhD,HR Manager,Mumbai,Manufacturing,52405.86
12.9,25,Male,Bachelor's,Marketing Specialist,Remote_India,Media,27263.75
6.0,26,Female,Master's,Software Engineer,London,Automotive,128436.52
14.7,51,Female,High School,Sales Rep,Remote_USA,Government,122993.06
1.9,45,Male,High School,Consultant,Berlin,Healthcare,86455.06
17.5,24,Female,High School,Healthcare Administrator,Bengaluru,Finance,39569.87
8.1,32,Female,High School,Marketing Specialist,Mumbai,Tech,32213.59
23.9,25,Male,Master's,UX Designer,Singapore,Healthcare,179545.98
9.3,47,Male,High School,Data Scientist,London,Finance,149312.38
13.7,48,Male,Bachelor's,Cybersecurity Analyst,Remote_USA,Retail,135031.97
0.3,64,Female,High School,Teacher/Professor,New York,Consulting,114759.18
2.2,48,Other,Bachelor's,Data Scientist,Chennai,Logistics,26726.36
11.8,63,Male,High School,Data Scientist,Hyderabad,Manufacturing,37598.42
14.4,27,Female,Master's,Consultant,Chennai,Education,32125.89
18.0,36,Female,High School,Product Manager,Tokyo,Finance,104576.62
8.7,51,Female,Master's,Product Manager,Berlin,Tech,143363.11
20.8,63,Male,Master's,Data Scientist,Bengaluru,Finance,70342.98
25.8,58,Male,High School,Data Scientist,New York,Pharmaceutical,252161.71
23.4,58,Male,Master's,UX Designer,Bengaluru,Tech,62182.55
1.2,63,Female,High School,Consultant,Hyderabad,Manufacturing,22892.06
14.4,58,Male,Bachelor's,Product Manager,Delhi,Retail,38632.61
3.1,56,Female,High School,Product Manager,Mumbai,Tech,33857.21
7.3,44,Male,Bachelor's,Product Manager,Bengaluru,Finance,38128.05
29.6,27,Male,Bachelor's,Sales Rep,Chicago,Healthcare,171206.61
4.3,25,Female,Master's,Data Scientist,Chicago,Healthcare,115232.47
15.0,39,Female,Bachelor's,Sales Rep,Mumbai,Pharmaceutical,36709.73
18.5,30,Male,Master's,Consultant,Austin,Manufacturing,156886.9
21.1,50,Male,Bachelor's,Software Engineer,Remote_USA,Retail,175170.72
16.8,34,Other,Master's,Software Engineer,Remote_USA,Media,162178.96
0.3,38,Male,Bachelor's,Software Engineer,Delhi,Retail,20763.54
9.8,53,Male,High School,Financial Analyst,New York,Logistics,153237.89
15.5,43,Female,Bachelor's,Civil Engineer,London,Tech,157777.55
2.6,25,Male,Bachelor's,Software Engineer,Delhi,Manufacturing,21709.61
10.5,26,Male,Bachelor's,Cloud Engineer,Hyderabad,Finance,31956.74
1.0,58,Male,Master's,Software Engineer,Hyderabad,Finance,35320.88
2.4,62,Male,High School,Civil Engineer,Chicago,Tech,124906.5
11.9,34,Male,Master's,Sales Rep,Bengaluru,Retail,39109.16
4.0,55,Male,Master's,HR Manager,Sydney,Tech,142430.12
17.0,43,Male,Master's,Sales Rep,Remote_India,Tech,37009.73
20.7,44,Male,Bachelor's,Sales Rep,Tokyo,Food & Beverage,107610.72
24.0,24,Female,Bachelor's,Civil Engineer,Remote_India,Pharmaceutical,29884.27
6.0,63,Male,PhD,Consultant,Austin,Manufacturing,175716.03
5.0,55,Male,Master's,Sales Rep,New York,Pharmaceutical,166269.43
3.1,53,Female,Bachelor's,Software Engineer,Delhi,Logistics,29711.7
19.1,42,Female,High School,Software Engineer,Remote_USA,Retail,135357.76
21.2,65,Male,Bachelor's,Teacher/Professor,Chicago,Tech,197111.68
0.9,42,Female,Bachelor's,Financial Analyst,Remote_Bengaluru,Government,22784.63
28.1,65,Male,Master's,Sales Rep,Remote_USA,Manufacturing,214429.24
1.6,32,Male,High School,HR Manager,Remote_USA,Healthcare,74102.9
16.2,60,Female,Bachelor's,Civil Engineer,London,Healthcare,187738.72
21.3,25,Female,Bachelor's,Marketing Specialist,London,Healthcare,159418.1
26.1,22,Male,Bachelor's,Consultant,Remote_USA,Automotive,166838.62
21.4,49,Male,Master's,Consultant,London,Finance,220399.28
24.1,45,Female,Master's,Product Manager,London,Logistics,211012.75
10.2,56,Male,Bachelor's,Product Manager,Bengaluru,Aerospace,47740.54
24.4,34,Female,Master's,Teacher/Professor,New York,Education,208702.94
2.4,55,Male,Bachelor's,UX Designer,New York,Retail,122506.6
26.8,32,Female,Bachelor's,Cybersecurity Analyst,Mumbai,Finance,51257.65
16.4,57,Female,Bachelor's,Software Engineer,Remote_USA,Tech,170607.23
24.5,38,Female,High School,Software Engineer,Singapore,Tech,192721.49
13.6,56,Female,Bachelor's,Cloud Engineer,Remote_Bengaluru,Manufacturing,41604.73
19.3,39,Female,High School,HR Manager,Remote_India,Healthcare,31887.12
15.8,61,Male,Master's,UX Designer,Sydney,Tech,194861.5
21.9,43,Male,High School,Consultant,Berlin,Finance,150459.92
2.4,45,Male,Master's,HR Manager,Remote_USA,Automotive,114634.7
1.8,40,Female,High School,Financial Analyst,Austin,Finance,95071.7
7.4,58,Female,PhD,Software Engineer,Remote_India,Aerospace,38507.32
4.8,60,Male,Master's,Teacher/Professor,Remote_USA,Finance,135890.47
26.2,42,Male,High School,Civil Engineer,Bengaluru,Retail,49149.71
6.6,29,Male,Master's,Data Scientist,Chennai,Tech,33203.1
29.3,49,Female,Bachelor's,Civil Engineer,Toronto,Retail,152501.01
10.1,26,Male,Master's,Cybersecurity Analyst,Bengaluru,Education,37073.49
5.5,38,Female,Bachelor's,Financial Analyst,Remote_Bengaluru,Tech,31611.49
23.7,58,Other,Master's,HR Manager,Chicago,Retail,201013.58
19.8,57,Male,Master's,UX Designer,Hyderabad,Education,44427.85
14.9,40,Male,Bachelor's,Product Manager,New York,Consulting,181174.38
16.7,48,Male,High School,Consultant,Berlin,Pharmaceutical,145104.17
21.6,55,Male,Master's,Civil Engineer,New York,Finance,249906.49
6.9,32,Male,Bachelor's,HR Manager,Hyderabad,Retail,22383.22
29.9,33,Male,Bachelor's,Sales Rep,New York,Food & Beverage,200957.83
29.2,42,Female,High School,Data Scientist,Seattle,Aerospace,233845.54
19.5,32,Male,Bachelor's,Software Engineer,Mumbai,Logistics,46100.99
6.0,60,Female,PhD,UX Designer,Bengaluru,Finance,49533.72
20.4,49,Female,Bachelor's,Software Engineer,Austin,Pharmaceutical,197773.33
2.2,26,Female,Bachelor's,Financial Analyst,Remote_USA,Education,79500.85
0.9,38,Male,Master's,UX Designer,Remote_India,Tech,25082.69
7.7,41,Female,Master's,Consultant,Hyderabad,Media,32482.31
13.9,62,Male,Bachelor's,Product Manager,New York,Consulting,203009.11
26.0,33,Female,Bachelor's,Marketing Specialist,Remote_India,Tech,37366.02
21.8,27,Female,PhD,Financial Analyst,New York,Tech,220267.11
22.3,38,Female,Master's,Software Engineer,Mumbai,Media,53219.36
12.8,40,Male,High School,Software Engineer,Seattle,Tech,168958.24
10.4,47,Female,High School,Product Manager,Delhi,Tech,35657.43
11.1,65,Male,Bachelor's,Cybersecurity Analyst,Seattle,Healthcare,207657.05
29.6,65,Male,Bachelor's,Software Engineer,Singapore,Tech,254204.03
1.2,53,Male,Bachelor's,Consultant,Chicago,Aerospace,114684.56
26.0,27,Male,Master's,DevOps Engineer,Seattle,Healthcare,231432.77
17.4,57,Male,High School,Teacher/Professor,Chicago,Retail,137254.41
13.2,59,Female,Master's,Data Scientist,Toronto,Automotive,164422.6
21.8,32,Female,Bachelor's,Cybersecurity Analyst,Chennai,Retail,32544.97
14.6,54,Male,Master's,Software Engineer,Remote_India,Finance,39880.31
26.2,45,Male,Master's,Sales Rep,Toronto,Pharmaceutical,172596.72
27.0,44,Male,High School,Cybersecurity Analyst,Toronto,Healthcare,166381.25
12.7,36,Male,Bachelor's,HR Manager,Remote_India,Finance,28096.45
8.3,48,Male,High School,UX Designer,Austin,Manufacturing,113444.3
17.8,32,Female,Master's,Product Manager,London,Pharmaceutical,181872.43
27.4,38,Male,Master's,UX Designer,Austin,Pharmaceutical,224976.1
6.3,35,Male,Bachelor's,Sales Rep,Remote_India,Logistics,19641.9
18.7,48,Male,Bachelor's,Product Manager,Hyderabad,Pharmaceutical,41100.28
18.9,39,Female,Bachelor's,DevOps Engineer,Remote_India,Pharmaceutical,36293.68
22.0,49,Female,Master's,Cloud Engineer,Mumbai,Government,52759.94
3.9,25,Female,Bachelor's,Cybersecurity Analyst,Chennai,Tech,22322.49
21.5,28,Female,Bachelor's,UX Designer,Sydney,Finance,144035.45
27.3,56,Male,Bachelor's,Consultant,San Francisco,Manufacturing,269878.66
5.4,30,Male,High School,Cybersecurity Analyst,Chicago,Education,88534.57
7.1,29,Female,Master's,Civil Engineer,Delhi,Tech,33277.24
29.1,38,Male,High School,UX Designer,Tokyo,Finance,132298.76
5.4,38,Female,Master's,Software Engineer,San Francisco,Finance,174956.79
25.6,54,Male,Bachelor's,Software Engineer,New York,Retail,244552.29
14.8,53,Male,Bachelor's,Financial Analyst,New York,Media,190326.74
7.4,29,Female,Master's,HR Manager,New York,Automotive,131757.23
26.1,40,Female,PhD,Civil Engineer,Toronto,Manufacturing,170431.74
13.4,59,Female,Master's,Product Manager,Remote_India,Media,36298.67
15.4,24,Male,Bachelor's,Data Scientist,Hyderabad,Healthcare,37664.2
10.8,26,Female,Bachelor's,UX Designer,Mumbai,Finance,33688.22
17.8,34,Male,Master's,Product Manager,Remote_Bengaluru,Finance,40659.56
4.9,52,Male,Bachelor's,Software Engineer,Austin,Education,137005.99
11.7,37,Male,High School,HR Manager,Bengaluru,Tech,34406.54
29.1,53,Male,Master's,Sales Rep,Mumbai,Retail,59218.51
7.7,43,Male,Master's,Consultant,San Francisco,Consulting,169678.37
19.7,50,Male,PhD,Product Manager,Bengaluru,Healthcare,61185.93
9.8,43,Male,PhD,Product Manager,Remote_USA,Logistics,164052.21
23.2,64,Male,Master's,Sales Rep,New York,Education,248371.72
3.9,24,Male,High School,Cybersecurity Analyst,San Francisco,Tech,128436.66
29.1,31,Male,High School,Software Engineer,Remote_India,Healthcare,41439.7
13.6,63,Male,Bachelor's,Teacher/Professor,New York,Consulting,176046.01
7.1,42,Female,Bachelor's,Product Manager,Sydney,Finance,122187.42
2.2,37,Male,Bachelor's,Civil Engineer,San Francisco,Tech,142553.83
5.1,33,Male,Bachelor's,Teacher/Professor,Remote_Bengaluru,Education,26737.94
15.6,23,Male,Bachelor's,Product Manager,Toronto,Automotive,112401.85
10.1,62,Female,Bachelor's,Consultant,Sydney,Healthcare,141990.91
24.9,45,Female,High School,Data Scientist,Berlin,Aerospace,169827.13
12.9,56,Female,Bachelor's,Cybersecurity Analyst,Chicago,Media,159040.09
7.5,51,Female,Bachelor's,UX Designer,Remote_USA,Tech,131492.9
18.5,51,Female,Master's,Sales Rep,Bengaluru,Consulting,54652.92
21.2,56,Female,Bachelor's,Consultant,San Francisco,Healthcare,245850.46
5.0,40,Female,Bachelor's,Civil Engineer,New York,Finance,115358.61
5.0,29,Male,Master's,Data Scientist,Berlin,Consulting,100986.86
1.1,47,Male,Bachelor's,HR Manager,Delhi,Manufacturing,22812.34
22.1,61,Male,High School,UX Designer,Delhi,Tech,47025.52
19.9,28,Female,Bachelor's,Product Manager,Toronto,Aerospace,129503.56
14.2,51,Female,Bachelor's,Consultant,Chennai,Manufacturing,33690.89
25.3,28,Female,PhD,UX Designer,Hyderabad,Automotive,45647.1
24.2,24,Male,High School,Product Manager,Remote_Bengaluru,Finance,43092.94
17.6,22,Male,Master's,Civil Engineer,San Francisco,Automotive,183773.4
26.0,57,Male,High School,Software Engineer,Remote_USA,Finance,192332.45
6.2,46,Male,Bachelor's,HR Manager,Tokyo,Tech,86946.15
3.4,58,Female,Bachelor's,Data Scientist,Toronto,Pharmaceutical,115415.46
8.1,22,Female,Bachelor's,Software Engineer,Berlin,Consulting,105735.0
1.7,36,Male,Bachelor's,Data Scientist,Bengaluru,Education,33221.63
15.9,58,Female,Bachelor's,Marketing Specialist,Berlin,Healthcare,136285.26
28.1,34,Male,Bachelor's,Consultant,New York,Tech,222420.21
1.2,61,Other,Master's,Software Engineer,San Francisco,Education,167058.45
3.7,29,Male,Bachelor's,Software Engineer,Bengaluru,Healthcare,27248.9
13.6,26,Male,Master's,Cybersecurity Analyst,Mumbai,Retail,44727.77
28.0,30,Male,Master's,Software Engineer,Seattle,Healthcare,226423.31
9.5,22,Male,Bachelor's,Cybersecurity Analyst,Remote_USA,Logistics,110386.99
15.2,57,Male,High School,Data Scientist,Austin,Education,171925.39
1.2,56,Female,Bachelor's,Consultant,Mumbai,Manufacturing,31243.62
4.5,23,Female,Master's,Product Manager,Remote_Bengaluru,Automotive,31794.63
29.6,61,Female,Bachelor's,Civil Engineer,Chennai,Education,45812.01
29.0,44,Male,Master's,Consultant,San Francisco,Tech,288152.58
0.1,30,Female,Bachelor's,UX Designer,Mumbai,Tech,22160.22
28.6,55,Male,Master's,Software Engineer,Hyderabad,Consulting,57444.01
19.2,35,Male,High School,Consultant,Mumbai,Finance,42804.0
26.0,25,Female,Master's,Marketing Specialist,Bengaluru,Retail,48238.37
13.6,51,Female,Bachelor's,Software Engineer,Chennai,Tech,38338.5
15.5,52,Male,Bachelor's,Software Engineer,Tokyo,Finance,123350.32
14.7,59,Male,Bachelor's,Teacher/Professor,San Francisco,Retail,191553.88
20.0,32,Other,Bachelor's,Data Scientist,Bengaluru,Logistics,50789.15
4.2,56,Male,PhD,Marketing Specialist,Bengaluru,Education,42395.01
0.9,29,Male,Bachelor's,Sales Rep,Delhi,Automotive,18498.66
9.2,24,Female,High School,Civil Engineer,San Francisco,Logistics,122043.74
21.1,35,Male,Bachelor's,Cloud Engineer,Austin,Tech,183350.35
6.1,34,Male,Bachelor's,Healthcare Administrator,Chicago,Finance,107447.8
20.2,53,Male,Bachelor's,Data Scientist,Sydney,Pharmaceutical,188852.07
29.1,55,Female,Master's,Civil Engineer,Remote_India,Government,46071.31
2.8,40,Female,Bachelor's,Data Scientist,Chennai,Retail,26325.75
20.2,59,Female,PhD,Marketing Specialist,London,Food & Beverage,224065.78
13.3,37,Other,Bachelor's,Sales Rep,San Francisco,Tech,173658.07
26.0,23,Female,High School,Software Engineer,Berlin,Finance,150663.2
5.3,61,Male,Master's,Cloud Engineer,Delhi,Education,41562.17
20.8,38,Male,Master's,Software Engineer,Remote_USA,Healthcare,181525.92
25.1,55,Female,Bachelor's,HR Manager,London,Tech,218814.08
28.3,63,Female,Master's,Teacher/Professor,Remote_Bengaluru,Finance,55870.61
20.5,37,Female,Bachelor's,Teacher/Professor,London,Tech,185528.07
14.9,59,Female,Bachelor's,Software Engineer,San Francisco,Education,217588.23
18.5,23,Male,Master's,UX Designer,Tokyo,Aerospace,108255.75
26.1,23,Male,High School,Civil Engineer,Sydney,Government,154387.25
17.1,47,Male,Bachelor's,Product Manager,Remote_USA,Consulting,161503.1
0.9,34,Male,Master's,Sales Rep,New York,Healthcare,109520.79
27.9,52,Male,PhD,Product Manager,Austin,Retail,237783.39
20.7,55,Female,Bachelor's,Sales Rep,Singapore,Tech,192773.61
20.3,60,Female,Bachelor's,Cybersecurity Analyst,Delhi,Finance,46053.87
6.5,24,Male,Bachelor's,Sales Rep,Remote_USA,Tech,89326.78
19.8,29,Male,PhD,Financial Analyst,Chicago,Media,176227.88
11.8,44,Female,Master's,UX Designer,Seattle,Aerospace,171664.42
19.5,35,Male,Bachelor's,Sales Rep,Chennai,Retail,31403.46
3.2,48,Female,Bachelor's,Software Engineer,Bengaluru,Manufacturing,32406.72
19.7,50,Female,Bachelor's,Product Manager,Tokyo,Tech,131857.96
30.0,60,Female,Master's,UX Designer,Hyderabad,Education,52510.92
1.4,60,Female,Master's,Marketing Specialist,Remote_Bengaluru,Consulting,32055.53
29.3,22,Female,Master's,Sales Rep,Chicago,Healthcare,176555.06
12.2,38,Male,PhD,Product Manager,San Francisco,Tech,231111.93
26.1,62,Male,High School,UX Designer,Mumbai,Government,52872.15
23.5,51,Male,Bachelor's,Data Scientist,Remote_USA,Manufacturing,185020.76
17.0,34,Other,Bachelor's,Cloud Engineer,Austin,Aerospace,173944.82
22.2,42,Male,Bachelor's,Financial Analyst,Sydney,Media,163475.31
26.4,40,Male,High School,Software Engineer,Bengaluru,Food & Beverage,53695.56
12.1,40,Female,High School,Software Engineer,Austin,Tech,154704.37
9.8,46,Female,Master's,DevOps Engineer,Austin,Tech,183158.39
20.0,43,Female,Master's,Data Scientist,Chicago,Finance,184383.2
24.2,52,Male,Bachelor's,Teacher/Professor,Singapore,Tech,186530.03
22.9,38,Male,Bachelor's,Software Engineer,Chicago,Retail,168704.16
23.9,44,Male,Bachelor's,Cloud Engineer,Remote_USA,Education,177775.31
13.1,53,Male,Master's,Cybersecurity Analyst,Chennai,Retail,38750.84
24.5,31,Male,Master's,Financial Analyst,Chicago,Finance,196128.7
3.6,31,Male,Bachelor's,Software Engineer,Seattle,Aerospace,122881.47
16.3,57,Female,Bachelor's,Data Scientist,Austin,Tech,178870.7
0.2,29,Male,High School,UX Designer,Chicago,Finance,65132.53
9.7,41,Female,High School,Sales Rep,San Francisco,Manufacturing,137674.08
11.0,53,Female,Bachelor's,Product Manager,New York,Pharmaceutical,184718.73
11.9,35,Male,Master's,Software Engineer,Remote_Bengaluru,Healthcare,35958.63
20.9,49,Female,Master's,Marketing Specialist,San Francisco,Tech,260031.98
11.7,45,Male,Bachelor's,Financial Analyst,Remote_Bengaluru,Education,34632.63
13.5,36,Male,Master's,Product Manager,Remote_Bengaluru,Tech,43096.83
7.1,43,Female,PhD,Software Engineer,Mumbai,Tech,44369.43
11.2,51,Male,Bachelor's,Healthcare Administrator,Chicago,Consulting,160338.13
6.8,25,Other,Bachelor's,Sales Rep,San Francisco,Finance,134002.76
2.2,34,Male,PhD,Consultant,Remote_India,Finance,30169.87
18.1,44,Female,Bachelor's,Sales Rep,Delhi,Healthcare,35557.55
20.0,29,Male,PhD,Software Engineer,Chennai,Logistics,45608.83
18.6,39,Male,PhD,Product Manager,New York,Logistics,228374.95
13.9,33,Male,Master's,Product Manager,Toronto,Healthcare,133231.65
11.4,52,Female,Master's,Civil Engineer,New York,Finance,187693.7
25.9,35,Female,Master's,HR Manager,Remote_USA,Finance,173176.59
